Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,3,3,-1.17,65.96,Shipping on time,0,73,Indoor/Outdoor Games,Ponce,Puerto Rico,XXXXXXXXX,Henry,9675,Allen,XXXXXXXXX,Corporate,PR,3514 Sample Street,920,73,Fan Shop,-53.98387989,-137.82704151,Europe,Lagos,Argentina,9675,11/1/2018 02:14,98103,810,3,0.15,201418,19.99,-0.0229,3,50.97,59.97,-1.17,Northern Europe,NJ,PENDING,13423,810,73,,http://images.acmesports.sports/Indoor/Outdoor+Games,Indoor/Outdoor Games,19.99,0,11/4/2018 02:14,Second Class
TRANSFER,6,4,7.97,231.16,Late delivery,1,73,Cleats,Brooklyn,EE. UU.,XXXXXXXXX,Nathan,19276,Miller,XXXXXXXXX,Home Office,IL,6592 Sample Street,63264,73,Fan Shop,1.80309185,22.97817684,LATAM,Sydney,Malasia,19276,11/1/2018 20:30,98104,191,18,0.2,201419,89.99,0.0369,3,215.98,269.97,7.97,South America,NJ,PROCESSING,,191,73,,http://images.acmesports.sports/Cleats,Cleats,89.99,0,11/7/2018 20:30,Standard Class
DEBIT,4,3,30.05,91.41,Late delivery,1,73,Indoor/Outdoor Games,Arecibo,EE. UU.,XXXXXXXXX,Patricia,15875,Lee,XXXXXXXXX,Corporate,NJ,9701 Sample Street,26818,73,Fan Shop,29.60809418,13.41714199,Africa,Cairo,Finlandia,15875,11/1/2018 13:25,98105,1360,1,0.04,201420,24.99,0.4175,3,71.97,74.97,30.05,Central Africa,IL,PROCESSING,,1360,73,,http://images.acmesports.sports/Indoor/Outdoor+Games,Indoor/Outdoor Games,24.99,0,11/5/2018 13:25,Second Class
DEBIT,1,2,-5.86,150.54,Advance shipping,0,44,Men's Footwear,Bronx,EE. UU.,XXXXXXXXX,Jerry,9192,Moore,XXXXXXXXX,Corporate,IL,5345 Sample Street,21918,44,Footwear,-16.07794635,-140.4810703,USCA,Moscow,Perú,9192,11/1/2018 18:21,98106,191,20,0.2,201421,99.99,-0.0366,2,159.98,199.98,-5.86,South of  USA,NY,SUSPECTED_FRAUD,,191,44,,http://images.acmesports.sports/Men's+Footwear,Men's Footwear,99.99,0,11/2/2018 18:21,First Class
PAYMENT,7,4,30.53,204.66,Late delivery,1,3,Women's Apparel,San Juan,Puerto Rico,XXXXXXXXX,Joseph,10401,Ramirez,XXXXXXXXX,Corporate,PR,2422 Sample Street,911,3,Apparel,37.66586811,-10.66093131,Africa,Melbourne,Tailandia,10401,11/1/2018 14:57,98107,191,2.2,0.04,201422,54.99,0.1928,3,158.37,164.97,30.53,West Africa,CO,ON_HOLD,,191,3,,http://images.acmesports.sports/Women's+Apparel,Women's Apparel,54.99,0,11/8/2018 14:57,Standard Class
TRANSFER,4,2,-4.12,47.03,Late delivery,1,73,Shop By Sport,Chicago,EE. UU.,XXXXXXXXX,Joshua,11759,Martinez,XXXXXXXXX,Consumer,NJ,1550 Sample Street,66540,73,Fan Shop,13.65108876,123.77053368,Europe,Stockholm,Senegal,11759,11/1/2018 18:51,98108,365,2,0.04,201423,49.99,-0.0859,1,47.99,49.99,-4.12,Central Asia,OH,CANCELED,,365,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,49.99,0,11/5/2018 18:51,First Class
CASH,4,2,39.84,164.17,Late delivery,1,8,Electronics,Arecibo,EE. UU.,XXXXXXXXX,Justin,7968,Hill,XXXXXXXXX,Consumer,FL,6996 Sample Street,38381,8,Technology,48.09063497,84.7146968,Europe,Shanghai,Rusia,7968,11/1/2018 17:42,98109,502,6.4,0.08,201424,79.99,0.2707,2,147.18,159.98,39.84,Western Europe,GA,PROCESSING,,502,8,,http://images.acmesports.sports/Electronics,Electronics,79.99,0,11/5/2018 17:42,First Class
CASH,6,3,-6.36,77.38,Late delivery,1,73,Sporting Goods,San Antonio,EE. UU.,XXXXXXXXX,Adam,5924,Scott,XXXXXXXXX,Consumer,FL,4482 Sample Street,68910,73,Fan Shop,57.98116503,-161.33845241,Africa,Bekasi,Grecia,5924,11/1/2018 03:42,98110,403,4,0.2,201425,19.99,-0.0994,4,63.97,79.96,-6.36,Southern Africa,TX,PENDING,,403,73,,http://images.acmesports.sports/Sporting+Goods,Sporting Goods,19.99,0,11/7/2018 03:42,Second Class
PAYMENT,3,2,10.37,71.95,Late delivery,1,44,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Joe,2280,Lewis,XXXXXXXXX,Consumer,PR,5453 Sample Street,986,44,Footwear,-24.50172947,-65.93765128,Pacific Asia,São Paulo,Nigeria,2280,11/1/2018 22:23,98111,403,10.5,0.15,201426,69.99,0.1743,1,59.49,69.99,10.37,South Asia,TX,ON_HOLD,73709,403,44,,http://images.acmesports.sports/Men's+Footwear,Men's Footwear,69.99,0,11/4/2018 22:23,First Class
CASH,5,2,103.7,231.43,Late delivery,1,3,Women's Apparel,San Diego,EE. UU.,XXXXXXXXX,Steven,12279,Flores,XXXXXXXXX,Consumer,VA,7583 Sample Street,65323,3,Apparel,39.40570478,-6.19038435,Pacific Asia,Casablanca,Indonesia,12279,11/1/2018 14:49,98112,1360,3,0.05,201427,59.99,0.4549,4,227.96,239.96,103.7,Oceania,FL,PENDING,,1360,3,,http://images.acmesports.sports/Women's+Apparel,Women's Apparel,59.99,0,11/6/2018 14:49,First Class
TRANSFER,2,3,78.18,299.37,Advance shipping,0,22,Camping & Hiking,Phoenix,EE. UU.,XXXXXXXXX,Jennifer,14558,Williams,XXXXXXXXX,Home Office,FL,9766 Sample Street,23100,22,Outdoors,-26.52468535,-94.89872564,Europe,Warsaw,Portugal,14558,11/1/2018 20:55,98113,502,20,0.25,201428,79.99,0.3258,4,239.97,319.96,78.18,Western Europe,WA,CANCELED,,502,22,,http://images.acmesports.sports/Camping+&+Hiking,Camping & Hiking,79.99,0,11/3/2018 20:55,Second Class
DEBIT,4,4,172.12,1145.47,Shipping on time,0,73,Shop By Sport,Bronx,Puerto Rico,XXXXXXXXX,Ethan,9937,White,XXXXXXXXX,Home Office,PR,1803 Sample Street,930,73,Fan Shop,4.6243115,-2.49362993,USCA,Ho Chi Minh City,Filipinas,9937,11/1/2018 19:32,98114,627,125,0.25,201429,499.99,0.153,3,1124.98,1499.97,172.12,South of  USA,AZ,CANCELED,,627,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,499.99,0,11/5/2018 19:32,Standard Class
DEBIT,3,1,60.77,689.3,Late delivery,1,73,Water Sports,Phoenix,EE. UU.,XXXXXXXXX,Jack,14718,Green,XXXXXXXXX,Corporate,NJ,7404 Sample Street,78835,73,Fan Shop,13.17288154,156.75169937,Africa,Casablanca,Suiza,14718,11/1/2018 07:25,98115,191,16,0.08,201430,199.99,0.1101,3,551.97,599.97,60.77,East Africa,MI,ON_HOLD,,191,73,,http://images.acmesports.sports/Water+Sports,Water Sports,199.99,0,11/4/2018 07:25,Same Day
CASH,5,4,-7.05,1916.71,Late delivery,1,73,Shop By Sport,Carolina,EE. UU.,XXXXXXXXX,Sean,7415,Allen,XXXXXXXXX,Consumer,OH,8881 Sample Street,71656,73,Fan Shop,-16.29532443,-21.48312719,Africa,Bogotá,Emiratos Árabes,7415,11/1/2018 04:11,98116,365,125,0.25,201431,499.99,-0.0047,4,1499.97,1999.96,-7.05,East Africa,VA,ON_HOLD,78222,365,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,499.99,0,11/6/2018 04:11,Standard Class
DEBIT,2,1,80.48,368.92,Late delivery,1,22,Camping & Hiking,San Juan,Puerto Rico,XXXXXXXXX,Andrew,3100,Lewis,XXXXXXXXX,Home Office,PR,9185 Sample Street,978,22,Outdoors,-32.64381315,65.06647725,Africa,Lisbon,Turquía,3100,11/1/2018 07:07,98117,403,0,0,201432,199.99,0.2012,2,399.98,399.98,80.48,West Africa,CO,PENDING,,403,22,,http://images.acmesports.sports/Camping+&+Hiking,Camping & Hiking,199.99,0,11/3/2018 07:07,Same Day
PAYMENT,4,3,-23.19,1914.35,Late delivery,1,2,Cardio Equipment,New York,EE. UU.,XXXXXXXXX,Elizabeth,5183,Wilson,XXXXXXXXX,Consumer,NJ,7866 Sample Street,27317,2,Fitness,-12.9436347,-99.44516846,Pacific Asia,Santiago,Suecia,5183,11/1/2018 13:47,98118,627,16,0.04,201433,399.99,-0.0151,4,1535.96,1599.96,-23.19,Oceania,CO,SUSPECTED_FRAUD,,627,2,,http://images.acmesports.sports/Cardio+Equipment,Cardio Equipment,399.99,0,11/5/2018 13:47,Second Class
CASH,5,3,10.73,178.59,Late delivery,1,22,Fishing,Philadelphia,EE. UU.,XXXXXXXXX,Patricia,19548,Brown,XXXXXXXXX,Home Office,NY,5676 Sample Street,44798,22,Outdoors,-6.76211741,9.56357861,LATAM,Copenhagen,España,19548,11/1/2018 15:37,98119,810,10,0.2,201434,49.99,0.0671,4,159.97,199.96,10.73,Caribbean,NJ,PROCESSING,,810,22,,http://images.acmesports.sports/Fishing,Fishing,49.99,0,11/6/2018 15:37,Second Class
PAYMENT,5,2,8.15,123.17,Late delivery,1,3,Accessories,Ponce,Puerto Rico,XXXXXXXXX,Daniel,14110,Martin,XXXXXXXXX,Corporate,PR,4804 Sample Street,931,3,Apparel,14.28799929,-138.732617,LATAM,Paris,Reino Unido,14110,11/1/2018 16:36,98120,191,1.7,0.05,201435,34.99,0.0613,4,132.96,139.96,8.15,Caribbean,TX,ON_HOLD,46527,191,3,,http://images.acmesports.sports/Accessories,Accessories,34.99,0,11/6/2018 16:36,First Class
CASH,0,1,-6.19,77.18,Advance shipping,0,73,Cleats,Bronx,Puerto Rico,XXXXXXXXX,Scott,18328,Perez,XXXXXXXXX,Home Office,PR,2516 Sample Street,943,73,Fan Shop,-53.14636284,47.35429459,USCA,Kampala,Corea del Sur,18328,11/1/2018 01:15,98121,627,9,0.1,201436,89.99,-0.0764,1,80.99,89.99,-6.19,West of USA,IL,PENDING_PAYMENT,16899,627,73,,http://images.acmesports.sports/Cleats,Cleats,89.99,0,11/1/2018 01:15,Same Day
DEBIT,3,1,277.35,1301.92,Late delivery,1,73,Shop By Sport,Bayamón,EE. UU.,XXXXXXXXX,Karen,17880,Martinez,XXXXXXXXX,Corporate,CO,224 Sample Street,66661,73,Fan Shop,47.14531322,52.92946951,Pacific Asia,Cairo,Turquía,17880,11/1/2018 14:10,98122,627,15,0.05,201437,299.99,0.2433,4,1139.96,1199.96,277.35,Southeast Asia,TX,ON_HOLD,,627,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,299.99,0,11/4/2018 14:10,Same Day
