Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,5,4,36.84999847,113.3799973,Late delivery,1,17,Cleats,Orlando,EE. UU.,XXXXXXXXX,Mary,1562,Dickerson,XXXXXXXXX,Consumer,FL,2499 Heather Highlands,32808.0,4,Apparel,28.57764053,-81.44708252,Europe,Rome,Italia,1562,1/6/2019 16:42,64799,365,6.599999905,0.059999999,161967,59.99000168,0.330000013,2,119.9800034,113.3799973,36.84999847,Southern Europe,Lacio,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/6/2019 16:42,Standard Class
CASH,2,4,6.300000191,126.0899963,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,David,8929,Smith,XXXXXXXXX,Consumer,PR,555 Rustic Zephyr Passage,725.0,4,Apparel,18.26918602,-66.37063599,Europe,Wolverhampton,Reino Unido,8929,1/6/2019 05:50,68451,403,3.900000095,0.029999999,171142,129.9900055,0.050000001,1,129.9900055,126.0899963,6.300000191,Northern Europe,Inglaterra,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/6/2019 05:50,Standard Class
DEBIT,2,4,19.37999916,69.20999908,Advance shipping,0,72,Pet Supplies,Miami,EE. UU.,XXXXXXXXX,Cathleen,16614,Keller,XXXXXXXXX,Corporate,FL,8840 Middle Zephyr Road,33147.0,11,Pet Shop,25.84147453,-80.22612763,Pacific Asia,Toowoomba,Australia,16614,1/8/2019 00:40,73061,1359,15.18999958,0.180000007,176376,84.40000153,0.280000001,1,84.40000153,69.20999908,19.37999916,Oceania,Queensland,COMPLETE,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,1/8/2019 00:40,Standard Class
PAYMENT,6,2,4.429999828,9.229999542,Late delivery,1,74,Toys,Glenview,EE. UU.,XXXXXXXXX,Virginia,19578,Ayers,XXXXXXXXX,Consumer,IL,9576 Middle Hills Round,60025.0,7,Fan Shop,42.06869888,-87.76191711,Pacific Asia,Yakarta,Indonesia,19578,1/2/2019 06:22,76025,1361,2.309999943,0.200000003,179340,11.53999996,0.479999989,1,11.53999996,9.229999542,4.429999828,Southeast Asia,Yakarta,PENDING_PAYMENT,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,1/2/2019 06:22,Second Class
TRANSFER,3,4,25.37999916,288.4200134,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,XXXXXXXXX,Nell,16710,Powell,XXXXXXXXX,Corporate,PR,5032 Little Branch Stead,725.0,2,Fitness,18.22102356,-66.03705597,Pacific Asia,Ho Chi Minh City,Vietnam,16710,1/27/2019 22:17,73157,1360,39.33000183,0.119999997,176472,327.75,0.090000004,1,327.75,288.4200134,25.37999916,Southeast Asia,Ciudad Ho Chi Minh,PROCESSING,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,1/27/2019 22:17,Standard Class
PAYMENT,2,4,-16.39999962,163.9900055,Advance shipping,0,48,Water Sports,Jamaica,EE. UU.,XXXXXXXXX,Christine,5646,Smith,XXXXXXXXX,Consumer,NY,7940 Noble Field,11435.0,7,Fan Shop,40.70252991,-73.8146286,Europe,Las Rozas de Madrid,España,5646,1/23/2019 20:45,67901,1073,36.0,0.180000007,169775,199.9900055,-0.100000001,1,199.9900055,163.9900055,-16.39999962,Southern Europe,Madrid,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/23/2019 20:45,Standard Class
TRANSFER,2,4,42.56000137,130.9400024,Advance shipping,0,30,Men's Golf Clubs,Victorville,EE. UU.,XXXXXXXXX,Mary,7166,Smith,XXXXXXXXX,Home Office,CA,6943 Tawny Log Road,92392.0,6,Outdoors,34.50935745,-117.3302917,Europe,Almelo,Países Bajos,7166,1/26/2019 08:43,66291,647,4.050000191,0.029999999,165714,134.9900055,0.330000013,1,134.9900055,130.9400024,42.56000137,Western Europe,Overijssel,PROCESSING,,647,30,,http://images.acmesports.sports/Merrell+Women%27s+Siren+Mid+Waterproof+Hiking+Boot,Merrell Women's Siren Mid Waterproof Hiking B,134.9900055,0,1/26/2019 08:43,Standard Class
TRANSFER,1,0,11.43999958,43.97999954,Late delivery,1,46,Indoor/Outdoor Games,Phoenix,EE. UU.,XXXXXXXXX,Barbara,3161,Arias,XXXXXXXXX,Consumer,AZ,5319 Grand Dale Street,85040.0,7,Fan Shop,33.40356064,-112.0214005,Europe,Valdemoro,España,3161,1/31/2019 18:40,68346,1014,6.0,0.119999997,170861,49.97999954,0.25999999,1,49.97999954,43.97999954,11.43999958,Southern Europe,Madrid,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/31/2019 18:40,Same Day
CASH,6,4,81.98999786,292.8200073,Late delivery,1,63,Children's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Marcia,13648,Maxwell,XXXXXXXXX,Corporate,PR,3278 Middle Cape,725.0,4,Apparel,18.24538994,-66.03705597,Europe,Dordrecht,Países Bajos,13648,1/30/2019 08:06,70095,1350,64.27999878,0.180000007,173410,357.1000061,0.280000001,1,357.1000061,292.8200073,81.98999786,Western Europe,Holanda Meridional,CLOSED,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,1/30/2019 08:06,Standard Class
DEBIT,4,4,62.72000122,172.7700043,Shipping on time,0,17,Cleats,Saint Louis,EE. UU.,XXXXXXXXX,Mary,5792,Smith,XXXXXXXXX,Consumer,MO,398 Pleasant Mountain,63116.0,4,Apparel,38.55596924,-90.27106476,Europe,Getafe,España,5792,1/13/2019 16:34,67728,365,7.199999809,0.039999999,169320,59.99000168,0.360000014,3,179.9700012,172.7700043,62.72000122,Southern Europe,Madrid,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/13/2019 16:34,Standard Class
