Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,3,4,66.47000122,204.5200043,Advance shipping,0,70,Men's Clothing,Endicott,EE. UU.,XXXXXXXXX,Vivian,15965,Trujillo,XXXXXXXXX,Corporate,NY,2503 Easy Path,13760.0,4,Apparel,42.07463837,-76.1240387,Pacific Asia,Ballarat,Australia,15965,10/16/2018 19:58,72412,1357,6.329999924,0.029999999,175727,210.8500061,0.330000013,1,210.8500061,204.5200043,66.47000122,Oceania,Victoria,PENDING_PAYMENT,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,10/16/2018 19:58,Standard Class
TRANSFER,3,4,2.269999981,45.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Maria,1679,Smith,XXXXXXXXX,Consumer,PR,3693 Dewy Lagoon Range,725.0,7,Fan Shop,18.23469162,-66.37052155,Europe,Lorca,España,1679,10/13/2018 11:53,68377,1014,4.5,0.090000004,170947,49.97999954,0.050000001,1,49.97999954,45.47999954,2.269999981,Southern Europe,Murcia,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,10/13/2018 11:53,Standard Class
DEBIT,5,4,15.36999989,122.9499969,Late delivery,1,46,Indoor/Outdoor Games,Newark,EE. UU.,XXXXXXXXX,Thomas,11921,Smith,XXXXXXXXX,Corporate,NJ,4592 Silent Field,7104.0,7,Fan Shop,45.59003067,-122.7145844,Europe,Levallois-Perret,Francia,11921,10/30/2018 11:44,66639,1014,26.98999977,0.180000007,166578,49.97999954,0.129999995,3,149.9400024,122.9499969,15.36999989,Western Europe,Isla de Francia,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,10/30/2018 11:44,Standard Class
DEBIT,3,4,133.9100037,278.980011,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Michelle,11657,Smith,XXXXXXXXX,Consumer,PR,5322 Indian Walk,725.0,7,Fan Shop,18.26707268,-66.37054443,Europe,Madrid,España,11657,10/25/2018 06:10,65422,957,21.0,0.07,163503,299.980011,0.479999989,1,299.980011,278.980011,133.9100037,Southern Europe,Madrid,ON_HOLD,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,10/25/2018 06:10,Standard Class
DEBIT,4,4,77.59999847,387.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Mary,1399,Smith,XXXXXXXXX,Consumer,PR,4543 Red Private,725.0,7,Fan Shop,18.22639656,-66.37057495,Europe,Dortmund,Alemania,1399,10/22/2018 05:19,67823,1004,12.0,0.029999999,169569,399.980011,0.200000003,1,399.980011,387.980011,77.59999847,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,10/22/2018 05:19,Standard Class
PAYMENT,4,2,174.7100067,363.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Brenda,5197,Jordan,XXXXXXXXX,Home Office,PR,4692 Jagged Thicket,725.0,7,Fan Shop,18.2689991,-66.37049866,Europe,Madrid,España,5197,10/25/2018 14:47,67133,1004,36.0,0.090000004,167814,399.980011,0.479999989,1,399.980011,363.980011,174.7100067,Southern Europe,Madrid,PENDING_PAYMENT,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,10/25/2018 14:47,Second Class
TRANSFER,2,4,4.730000019,9.460000038,Advance shipping,0,74,Toys,Cleveland,EE. UU.,XXXXXXXXX,Tatyana,17024,Mosley,XXXXXXXXX,Home Office,OH,4144 Quiet Orchard,44105.0,7,Fan Shop,41.44255066,-81.70441437,Pacific Asia,Bandung,Indonesia,17024,10/1/2018 13:19,73471,1361,2.079999924,0.180000007,176786,11.53999996,0.5,1,11.53999996,9.460000038,4.730000019,Southeast Asia,Java Occidental,PROCESSING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,10/1/2018 13:19,Standard Class
TRANSFER,3,4,-7.599999905,199.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Long Beach,EE. UU.,XXXXXXXXX,Jacob,2602,Smith,XXXXXXXXX,Home Office,CA,2488 Dusty By-pass,90806.0,7,Fan Shop,33.80229187,-118.1892242,Europe,Huddersfield,Reino Unido,2602,10/7/2018 17:51,67972,1014,49.97999954,0.200000003,169924,49.97999954,-0.039999999,5,249.8999939,199.9199982,-7.599999905,Northern Europe,Inglaterra,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,10/7/2018 17:51,Standard Class
TRANSFER,3,4,73.26999664,278.5899963,Advance shipping,0,73,Sporting Goods,Waipahu,EE. UU.,XXXXXXXXX,Jacqueline,19305,Hancock,XXXXXXXXX,Consumer,HI,7871 Quiet Abbey,96797.0,2,Fitness,21.41267014,-157.997879,Pacific Asia,Adelaide,Australia,19305,10/7/2018 21:24,75752,1360,49.15999985,0.150000006,179067,327.75,0.25999999,1,327.75,278.5899963,73.26999664,Oceania,Australia del Sur,PROCESSING,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,10/7/2018 21:24,Standard Class
TRANSFER,5,4,53.22999954,118.2900009,Late delivery,1,18,Men's Footwear,Garden Grove,EE. UU.,XXXXXXXXX,Virginia,977,Smith,XXXXXXXXX,Consumer,CA,7262 Emerald Boulevard,92840.0,4,Apparel,29.89192772,-97.95385742,Europe,Zaanstad,Países Bajos,977,10/31/2018 21:02,65999,403,11.69999981,0.090000004,164945,129.9900055,0.449999988,1,129.9900055,118.2900009,53.22999954,Western Europe,Holanda Septentrional,PENDING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/31/2018 21:02,Standard Class
DEBIT,3,4,87.40000153,189.9900055,Advance shipping,0,48,Water Sports,Catonsville,EE. UU.,XXXXXXXXX,Kenneth,3420,Price,XXXXXXXXX,Consumer,MD,7740 Emerald Shadow Swale,21228.0,7,Fan Shop,39.27961731,-76.71038055,Europe,Tamworth,Reino Unido,3420,10/29/2018 19:40,65022,1073,10.0,0.050000001,162530,199.9900055,0.460000008,1,199.9900055,189.9900055,87.40000153,Northern Europe,Inglaterra,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,10/29/2018 19:40,Standard Class
DEBIT,2,4,-13.42000008,29.80999947,Advance shipping,0,75,Video Games,Phoenix,EE. UU.,XXXXXXXXX,Bree,20244,Mccarty,XXXXXXXXX,Consumer,AZ,5348 Middle Embers Line,85029.0,9,Discs Shop,33.58987427,-112.1163712,Pacific Asia,Zhuhai,China,20244,10/21/2018 16:53,76691,1362,9.93999958,0.25,180006,39.75,-0.449999988,1,39.75,29.80999947,-13.42000008,Eastern Asia,Guangdong,COMPLETE,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,10/21/2018 16:53,Standard Class
PAYMENT,2,4,19.85000038,49.63000107,Advance shipping,0,60,Baby ,Caguas,Puerto Rico,XXXXXXXXX,Olga,12749,Welch,XXXXXXXXX,Consumer,PR,4545 Dewy Apple Concession,725.0,4,Apparel,18.25649071,-66.0370636,Europe,Hamburgo,Alemania,12749,10/31/2018 09:09,69196,1347,9.449999809,0.159999996,172511,59.08000183,0.400000006,1,59.08000183,49.63000107,19.85000038,Western Europe,Hamburgo,PENDING_PAYMENT,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,10/31/2018 09:09,Standard Class
DEBIT,4,4,230.3800049,479.9500122,Shipping on time,0,9,Cardio Equipment,Memphis,EE. UU.,XXXXXXXXX,Mary,9466,Smith,XXXXXXXXX,Consumer,TN,7111 Cotton Blossom Estates,38128.0,3,Footwear,35.21362686,-89.82608032,Europe,Fano,Italia,9466,10/24/2018 01:43,66998,191,20.0,0.039999999,167475,99.98999786,0.479999989,5,499.9500122,479.9500122,230.3800049,Southern Europe,Marche,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/24/2018 01:43,Standard Class
PAYMENT,2,4,2.269999981,226.7599945,Advance shipping,0,17,Cleats,Winnetka,EE. UU.,XXXXXXXXX,Mary,8817,Smith,XXXXXXXXX,Home Office,CA,8824 Round Mountain Falls,91306.0,4,Apparel,34.23071671,-118.5709991,Europe,Brindisi,Italia,8817,10/27/2018 10:45,68726,365,13.19999981,0.059999999,171822,59.99000168,0.01,5,239.9600067,226.7599945,2.269999981,Southern Europe,Apulia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/27/2018 10:45,Standard Class
CASH,0,0,14.52999973,48.45000076,Shipping on time,0,60,Baby ,Huntington Beach,EE. UU.,XXXXXXXXX,Ila,12819,Sykes,XXXXXXXXX,Consumer,CA,8898 Shady Private ,92646.0,4,Apparel,33.66059876,-117.978447,Europe,Evry,Francia,12819,10/30/2018 19:31,69266,1347,10.63000011,0.180000007,172581,59.08000183,0.300000012,1,59.08000183,48.45000076,14.52999973,Western Europe,Isla de Francia,CLOSED,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,10/30/2018 19:31,Same Day
PAYMENT,2,1,67.19999695,191.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Catherine,6806,Guerra,XXXXXXXXX,Home Office,PR,67 Cotton Mountain Terrace,725.0,7,Fan Shop,18.29967499,-66.37055969,Europe,Barcelona,España,6806,10/18/2018 09:47,64863,1073,8.0,0.039999999,162140,199.9900055,0.349999994,1,199.9900055,191.9900055,67.19999695,Southern Europe,Cataluña,PENDING_PAYMENT,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,10/18/2018 09:47,First Class
