Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,2,4,104.3899994,359.980011,Advance shipping,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Mary,6171,Mcdowell,XXXXXXXXX,Consumer,PR,5452 Broad Mall ,725.0,7,Fan Shop,18.22114182,-66.37059784,Europe,Bath,Reino Unido,6171,8/15/2018 08:23,65181,1004,40.0,0.100000001,162896,399.980011,0.289999992,1,399.980011,359.980011,104.3899994,Northern Europe,Inglaterra,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,8/15/2018 08:23,Standard Class
CASH,2,1,161.5099945,1455.0,Late delivery,1,64,Computers,Dallas,EE. UU.,XXXXXXXXX,Martha,14272,Mckee,XXXXXXXXX,Corporate,TX,6630 Umber View Pathway,75227.0,10,Technology,32.77589798,-96.68588257,Europe,Sheffield,Reino Unido,14272,8/4/2018 22:33,70719,1351,45.0,0.029999999,174034,1500.0,0.109999999,1,1500.0,1455.0,161.5099945,Northern Europe,Inglaterra,CLOSED,,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,0,8/4/2018 22:33,First Class
DEBIT,2,4,48.45000076,254.9799957,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,7695,Brown,XXXXXXXXX,Consumer,PR,2905 Sleepy Route,725.0,7,Fan Shop,18.20601463,-66.37054443,Europe,Bayeux,Francia,7695,8/31/2018 10:47,68201,957,45.0,0.150000006,170519,299.980011,0.189999998,1,299.980011,254.9799957,48.45000076,Western Europe,Normandía,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,8/31/2018 10:47,Standard Class
TRANSFER,2,4,43.18000031,95.95999908,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Christian,2636,Smith,XXXXXXXXX,Corporate,PR,1111 Velvet Path,725.0,7,Fan Shop,18.26220894,-66.37054443,Europe,Nice,Francia,2636,8/19/2018 21:37,67031,1014,4.0,0.039999999,167562,49.97999954,0.449999988,2,99.95999908,95.95999908,43.18000031,Western Europe,Provenza-Alpes-Costa Azul,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,8/19/2018 21:37,Standard Class
TRANSFER,2,4,61.70000076,411.3599854,Advance shipping,1,62,Cameras ,Fairfield,EE. UU.,XXXXXXXXX,Kay,13429,Bryan,XXXXXXXXX,Consumer,OH,1202 Quaking Embers Link,45014.0,10,Technology,39.31198883,-84.49658966,Europe,Santiago de Compostela,España,13429,8/22/2018 20:02,69876,1349,40.68000031,0.090000004,173191,452.0400085,0.150000006,1,452.0400085,411.3599854,61.70000076,Southern Europe,Galicia,PROCESSING,,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,0,8/22/2018 20:02,Standard Class
TRANSFER,2,4,29.95000076,115.1800003,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Linda,2773,Hale,XXXXXXXXX,Corporate,PR,2544 Honey Rise Loop,725.0,4,Apparel,18.2424221,-66.3706131,Europe,Salzburgo,Austria,2773,8/6/2018 12:38,64806,365,4.800000191,0.039999999,161991,59.99000168,0.25999999,2,119.9800034,115.1800003,29.95000076,Western Europe,Salzburgo,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/6/2018 12:38,Standard Class
CASH,3,4,66.0,199.9900055,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,5663,Smith,XXXXXXXXX,Consumer,PR,3580 Sleepy Quail Crest,725.0,7,Fan Shop,18.28437233,-66.37062836,Europe,Vitrolles,Francia,5663,8/28/2018 01:56,65187,1073,0.0,0.0,162915,199.9900055,0.330000013,1,199.9900055,199.9900055,66.0,Western Europe,Provenza-Alpes-Costa Azul,CLOSED,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,8/28/2018 01:56,Standard Class
DEBIT,2,2,69.80000305,148.5,Shipping on time,0,24,Women's Apparel,Albany,EE. UU.,XXXXXXXXX,Mary,4332,Juarez,XXXXXXXXX,Consumer,OR,7176 Bright Timber Passage,97321.0,5,Golf,44.63076019,-123.1084366,Europe,Quimper,Francia,4332,8/3/2018 05:56,65336,502,1.5,0.01,163298,50.0,0.469999999,3,150.0,148.5,69.80000305,Western Europe,Bretaña,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,8/3/2018 05:56,Second Class
CASH,4,4,58.95999908,122.8399963,Shipping on time,1,18,Men's Footwear,Philadelphia,EE. UU.,XXXXXXXXX,John,8375,Smith,XXXXXXXXX,Consumer,PA,3544 Fallen Mount,19120.0,4,Apparel,40.03164673,-75.12759399,Europe,Barcelona,España,8375,8/28/2018 23:37,67668,403,7.150000095,0.059999999,169184,129.9900055,0.479999989,1,129.9900055,122.8399963,58.95999908,Southern Europe,Cataluña,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/28/2018 23:37,Standard Class
PAYMENT,3,4,8.449999809,37.56000137,Advance shipping,0,75,Video Games,South Ozone Park,EE. UU.,XXXXXXXXX,Rama,20165,Daniels,XXXXXXXXX,Corporate,NY,3094 Round Forest Terrace,11420.0,9,Discs Shop,40.67544937,-73.81114197,Pacific Asia,Seúl,Corea del Sur,20165,8/27/2018 17:32,76612,1362,2.190000057,0.059999999,179927,39.75,0.230000004,1,39.75,37.56000137,8.449999809,Eastern Asia,Seúl,PENDING_PAYMENT,,1362,75,,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,0,8/27/2018 17:32,Standard Class
