Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,2,2,12.0,96.0,Shipping on time,0,24,Women's Apparel,Ontario,EE. UU.,XXXXXXXXX,Mary,6626,Franklin,XXXXXXXXX,Consumer,CA,3152 Wishing Limits,91761.0,5,Golf,34.03303146,-117.6386414,Europe,Ginebra,Suiza,6626,3/16/2018 16:51,68561,502,4.0,0.039999999,171415,50.0,0.129999995,2,100.0,96.0,12.0,Western Europe,Ginebra,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/16/2018 16:51,Second Class
DEBIT,4,2,11.80000019,104.3799973,Late delivery,1,17,Cleats,Laredo,EE. UU.,XXXXXXXXX,Mary,4159,Castillo,XXXXXXXXX,Consumer,TX,6842 Clear Brook Jetty,78040.0,4,Apparel,27.50863648,-99.50951386,Europe,Viena,Austria,4159,3/22/2018 12:49,66008,365,15.60000038,0.129999995,164977,59.99000168,0.109999999,2,119.9800034,104.3799973,11.80000019,Western Europe,Viena,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/22/2018 12:49,Second Class
TRANSFER,5,4,105.7399979,224.9900055,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mark,1748,Smith,XXXXXXXXX,Consumer,PR,1655 Foggy Rise Swale,725.0,7,Fan Shop,18.24350929,-66.37060547,Europe,Edinburgh,Reino Unido,1748,3/8/2018 08:23,67359,957,75.0,0.25,168356,299.980011,0.469999999,1,299.980011,224.9900055,105.7399979,Northern Europe,Escocia,PROCESSING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,3/8/2018 08:23,Standard Class
DEBIT,3,4,98.75,272.0299988,Advance shipping,0,73,Sporting Goods,Granada Hills,EE. UU.,XXXXXXXXX,Lara,19375,Kim,XXXXXXXXX,Consumer,CA,4436 Tawny Private,91344.0,2,Fitness,34.07363892,-117.7083511,Pacific Asia,Nagpur,India,19375,3/13/2018 19:46,75822,1360,55.72000122,0.170000002,179137,327.75,0.360000014,1,327.75,272.0299988,98.75,South Asia,Maharashtra,COMPLETE,,1360,73,,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,0,3/13/2018 19:46,Standard Class
PAYMENT,5,4,109.1900024,335.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Mary,4372,Smith,XXXXXXXXX,Consumer,PR,2070 Rocky Apple Front,725.0,7,Fan Shop,18.26031494,-66.3706131,Europe,Viena,Austria,4372,3/23/2018 00:05,67119,1004,64.0,0.159999996,167773,399.980011,0.330000013,1,399.980011,335.980011,109.1900024,Western Europe,Viena,PAYMENT_REVIEW,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/23/2018 00:05,Standard Class
TRANSFER,2,1,-265.5899963,331.980011,Late delivery,1,45,Fishing,Columbus,EE. UU.,XXXXXXXXX,Teresa,7308,Jensen,XXXXXXXXX,Home Office,OH,7339 Hidden Bank,43230.0,7,Fan Shop,40.0230751,-82.8732605,Europe,Amsterdam,Países Bajos,7308,3/16/2018 13:55,66610,1004,68.0,0.170000002,166504,399.980011,-0.800000012,1,399.980011,331.980011,-265.5899963,Western Europe,Holanda Septentrional,PROCESSING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/16/2018 13:55,First Class
TRANSFER,5,4,5.150000095,10.96000004,Late delivery,1,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Quon,16872,Chan,XXXXXXXXX,Corporate,PR,8271 Tawny Elk Abbey,725.0,7,Fan Shop,18.21450615,-66.03705597,Pacific Asia,Manila,Filipinas,16872,3/6/2018 03:20,73319,1361,0.579999983,0.050000001,176634,11.53999996,0.469999999,1,11.53999996,10.96000004,5.150000095,Southeast Asia,Capital Nacional,PROCESSING,,1361,74,,http://images.acmesports.sports/Toys ,Toys ,11.53999996,0,3/6/2018 03:20,Standard Class
DEBIT,5,4,-7.739999771,179.9600067,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,9270,Moses,XXXXXXXXX,Home Office,PR,5393 Silent Landing,725.0,5,Golf,18.22278404,-66.37059021,Europe,Mulhouse,Francia,9270,3/8/2018 12:57,66729,627,20.0,0.100000001,166793,39.99000168,-0.039999999,5,199.9499969,179.9600067,-7.739999771,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,3/8/2018 12:57,Standard Class
DEBIT,3,2,99.37000275,293.980011,Late delivery,1,43,Camping & Hiking,Los Angeles,EE. UU.,XXXXXXXXX,Richard,6054,Reilly,XXXXXXXXX,Home Office,CA,8364 High Road,90047.0,7,Fan Shop,33.94351959,-118.3103256,Europe,Worms,Alemania,6054,3/6/2018 07:44,68772,957,6.0,0.02,171941,299.980011,0.340000004,1,299.980011,293.980011,99.37000275,Western Europe,Renania-Palatinado,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,3/6/2018 07:44,Second Class
DEBIT,2,1,-260.3900146,167.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Mary,4472,Smith,XXXXXXXXX,Corporate,PR,2360 Noble Pines,725.0,7,Fan Shop,18.26109123,-66.3705368,Europe,Pforzheim,Alemania,4472,3/16/2018 03:10,65985,1073,32.0,0.159999996,164900,199.9900055,-1.549999952,1,199.9900055,167.9900055,-260.3900146,Western Europe,Baden-Wurtemberg,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,3/16/2018 03:10,First Class
DEBIT,2,1,96.55999756,285.6799927,Late delivery,1,63,Children's Clothing,Cerritos,EE. UU.,XXXXXXXXX,Tatyana,13737,Barrera,XXXXXXXXX,Consumer,CA,9393 Iron Impasse,90703.0,4,Apparel,33.81034088,-117.9689102,Europe,Sheffield,Reino Unido,13737,3/23/2018 04:09,70184,1350,71.41999817,0.200000003,173499,357.1000061,0.340000004,1,357.1000061,285.6799927,96.55999756,Northern Europe,Inglaterra,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,3/23/2018 04:09,First Class
DEBIT,4,4,0.0,327.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Megan,1100,Moyer,XXXXXXXXX,Consumer,PR,593 Wishing Pony Cove,725.0,7,Fan Shop,18.22315788,-66.37052155,Europe,Plymouth,Reino Unido,1100,3/27/2018 07:57,68738,1004,72.0,0.180000007,171846,399.980011,0.0,1,399.980011,327.980011,0.0,Northern Europe,Inglaterra,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/27/2018 07:57,Standard Class
