Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,5,4,-6.64,110.19,Late delivery,1,73,Sporting Goods,Ponce,Puerto Rico,XXXXXXXXX,Barbara,9611,Clark,XXXXXXXXX,Consumer,PR,5102 Sample Street,953,73,Fan Shop,9.75452446,-22.28576762,Europe,Addis Ababa,Jamaica,9611,3/1/2018 09:45,79303,1360,5,0.05,182618,99.99,-0.0699,1,94.99,99.99,-6.64,Central Asia,NC,PROCESSING,,1360,73,,http://images.acmesports.sports/Sporting+Goods,Sporting Goods,99.99,0,3/6/2018 09:45,Standard Class
DEBIT,2,3,88.67,173.75,Advance shipping,0,73,Shop By Sport,San Diego,EE. UU.,XXXXXXXXX,Jonathan,4681,Lopez,XXXXXXXXX,Consumer,WA,4217 Sample Street,33269,73,Fan Shop,-51.76289959,-131.75470214,Pacific Asia,Stockholm,Perú,4681,3/1/2018 16:09,79304,191,4,0.08,182619,49.99,0.482,4,183.96,199.96,88.67,Southeast Asia,MA,CLOSED,,191,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,49.99,0,3/3/2018 16:09,Second Class
DEBIT,2,2,45.65,84.41,Shipping on time,0,44,Men's Footwear,Phoenix,EE. UU.,XXXXXXXXX,William,2209,Gonzalez,XXXXXXXXX,Consumer,GA,3517 Sample Street,27700,44,Footwear,-12.2172308,-119.97055938,USCA,Guatemala City,Bangladesh,2209,3/1/2018 10:45,79305,627,8,0.08,182620,99.99,0.4963,1,91.99,99.99,45.65,West of USA,PA,PROCESSING,,627,44,,http://images.acmesports.sports/Men's+Footwear,Men's Footwear,99.99,0,3/3/2018 10:45,First Class
CASH,2,2,192.37,764.85,Shipping on time,0,73,Sporting Goods,Ponce,Puerto Rico,XXXXXXXXX,Gary,16758,Robinson,XXXXXXXXX,Consumer,PR,3251 Sample Street,902,73,Fan Shop,-28.15813082,147.66665105,Africa,Oslo,Suecia,16758,3/1/2018 16:04,79306,403,8,0.04,182621,199.99,0.2505,4,767.96,799.96,192.37,East Africa,NJ,CANCELED,89810,403,73,,http://images.acmesports.sports/Sporting+Goods,Sporting Goods,199.99,0,3/3/2018 16:04,First Class
PAYMENT,5,4,8.82,34.82,Late delivery,1,73,Sporting Goods,San Jose,EE. UU.,XXXXXXXXX,Douglas,12622,Hill,XXXXXXXXX,Corporate,NC,8554 Sample Street,87189,73,Fan Shop,51.96544498,-1.98885741,Pacific Asia,São Paulo,Francia,12622,3/1/2018 06:20,79307,1360,3,0.15,182622,19.99,0.2595,2,33.98,39.98,8.82,Southeast Asia,FL,CLOSED,,1360,73,,http://images.acmesports.sports/Sporting+Goods,Sporting Goods,19.99,0,3/6/2018 06:20,Standard Class
TRANSFER,4,4,33.4,84.12,Shipping on time,0,73,Shop By Sport,Ponce,EE. UU.,XXXXXXXXX,Peter,15735,Miller,XXXXXXXXX,Consumer,NC,7100 Sample Street,94774,73,Fan Shop,-45.15838562,-121.92692628,USCA,Guatemala City,Emiratos Árabes,15735,3/1/2018 20:06,79308,810,10,0.2,182623,49.99,0.4176,2,79.98,99.98,33.4,South of  USA,GA,CANCELED,,810,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,49.99,0,3/5/2018 20:06,Standard Class
CASH,2,1,77.45,329.2,Late delivery,1,73,Cleats,Philadelphia,EE. UU.,XXXXXXXXX,Jeffrey,3117,Williams,XXXXXXXXX,Corporate,VA,1030 Sample Street,11622,73,Fan Shop,45.60206631,-9.79298901,Europe,Kuala Lumpur,Tailandia,3117,3/1/2018 16:31,79309,365,15.6,0.12,182624,129.99,0.2257,3,343.17,389.97,77.45,Eastern Europe,,COMPLETE,,365,73,,http://images.acmesports.sports/Cleats,Cleats,129.99,0,3/3/2018 16:31,Same Day
TRANSFER,4,4,173.27,873.59,Shipping on time,0,73,Water Sports,Chicago,EE. UU.,XXXXXXXXX,Jason,3139,Maldonado,XXXXXXXXX,Corporate,MA,3053 Sample Street,45752,73,Fan Shop,33.50275814,55.6932953,Pacific Asia,Madrid,Ecuador,3139,3/1/2018 18:58,79310,1360,50,0.2,182625,249.99,0.2166,4,799.97,999.96,173.27,Southeast Asia,GA,CLOSED,,1360,73,,http://images.acmesports.sports/Water+Sports,Water Sports,249.99,0,3/5/2018 18:58,Standard Class
PAYMENT,1,1,2.53,55.55,Shipping on time,0,3,Women's Apparel,Bronx,EE. UU.,XXXXXXXXX,Arthur,12563,Nelson,XXXXXXXXX,Home Office,CO,5487 Sample Street,41105,3,Apparel,10.30502519,-165.83382771,USCA,Athens,Nueva Zelanda,12563,3/1/2018 09:13,79311,1360,9,0.15,182626,59.99,0.0496,1,50.99,59.99,2.53,West of USA,NJ,PENDING_PAYMENT,,1360,3,,http://images.acmesports.sports/Women's+Apparel,Women's Apparel,59.99,0,3/2/2018 09:13,Same Day
DEBIT,0,1,11.97,53.49,Advance shipping,0,73,Shop By Sport,San Jose,EE. UU.,XXXXXXXXX,Brandon,5687,Roberts,XXXXXXXXX,Corporate,NJ,5174 Sample Street,58186,73,Fan Shop,39.17302446,-148.21135515,Europe,Amsterdam,Vietnam,5687,3/1/2018 09:27,79312,627,6,0.12,182627,49.99,0.272,1,43.99,49.99,11.97,Eastern Europe,,COMPLETE,,627,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,49.99,0,3/1/2018 09:27,Same Day
DEBIT,1,2,27.18,122.94,Advance shipping,0,8,Electronics,San Antonio,EE. UU.,XXXXXXXXX,Eric,11541,Johnson,XXXXXXXXX,Corporate,IL,5107 Sample Street,83254,8,Technology,-16.86224207,-85.66168705,Pacific Asia,Bekasi,Nueva Zelanda,11541,3/1/2018 05:56,79313,1360,0,0,182628,59.99,0.2265,2,119.98,119.98,27.18,Eastern Asia,,COMPLETE,83768,1360,8,,http://images.acmesports.sports/Electronics,Electronics,59.99,0,3/2/2018 05:56,First Class
CASH,1,1,-19.45,199.34,Shipping on time,0,8,Electronics,Carolina,Puerto Rico,XXXXXXXXX,James,1468,Garcia,XXXXXXXXX,Home Office,PR,1191 Sample Street,936,8,Technology,-12.01605668,-162.5499452,Europe,Bekasi,Países Bajos,1468,3/1/2018 00:49,79314,191,12.8,0.16,182629,79.99,-0.0965,3,201.57,239.97,-19.45,Eastern Europe,AZ,PENDING,51511,191,8,,http://images.acmesports.sports/Electronics,Electronics,79.99,0,3/2/2018 00:49,Same Day
CASH,4,4,23.48,62.83,Shipping on time,0,3,Accessories,San Juan,Puerto Rico,XXXXXXXXX,Nathan,13401,Wright,XXXXXXXXX,Corporate,PR,6352 Sample Street,904,3,Apparel,14.44390071,-133.80667184,Africa,Colombo,Italia,13401,3/1/2018 14:58,79315,502,3.6,0.12,182630,29.99,0.4448,2,52.78,59.98,23.48,Southern Africa,AZ,PROCESSING,,502,3,,http://images.acmesports.sports/Accessories,Accessories,29.99,0,3/5/2018 14:58,Standard Class
