Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,1,2,67.61,136.32,Advance shipping,0,44,Men's Footwear,Phoenix,EE. UU.,XXXXXXXXX,Karen,6125,Green,XXXXXXXXX,Consumer,MI,8126 Sample Street,32070,44,Footwear,41.7155306,-76.56569622,USCA,Boston,Estados Unidos,6125,8/1/2018 00:02,90105,810,12.9,0.16,193420,80.62,0.4992,2,135.43,161.23,67.61,East of USA,,PROCESSING,93646.0,810,44,,http://images.acmesports.sports/Saucony+Men's+Kinvara+6+Running+Shoe,Saucony Men's Kinvara 6 Running Shoe,80.62,0,8/2/2018 00:02,Standard Class
TRANSFER,2,1,-9.11,205.11,Shipping on time,1,73,Cleats,Chicago,EE. UU.,XXXXXXXXX,James,20067,Young,XXXXXXXXX,Consumer,NJ,5365 Sample Street,60275,73,Fan Shop,33.78907304,114.98356536,Pacific Asia,Seoul,China,20067,8/1/2018 00:12,90106,627,4.03,0.04,193421,100.77,-0.0471,2,193.48,201.54,-9.11,Eastern Asia,,CLOSED,,627,73,,http://images.acmesports.sports/Adidas+Men's+Predator+Football+Cleat,Adidas Men's Predator Football Cleat,100.77,0,8/3/2018 00:12,Standard Class
TRANSFER,6,3,48.2,240.93,Late delivery,1,3,Women's Apparel,Los Angeles,EE. UU.,XXXXXXXXX,Michael,4103,Taylor,XXXXXXXXX,Home Office,NJ,1943 Sample Street,69707,3,Apparel,-15.0261383,-53.92115821,LATAM,Lima,Brasil,4103,8/1/2018 00:22,90107,502,6.65,0.12,193422,55.42,0.2471,4,195.08,221.68,48.2,South America,,PENDING_PAYMENT,,502,3,,http://images.acmesports.sports/Under+Armour+Women's+Armour+Fleece+Hoodie,Under Armour Women's Armour Fleece Hoodie,55.42,0,8/7/2018 00:22,Standard Class
TRANSFER,6,3,22.37,270.18,Late delivery,1,73,Water Sports,New York,EE. UU.,XXXXXXXXX,Linda,17583,Torres,XXXXXXXXX,Consumer,WA,3171 Sample Street,57527,73,Fan Shop,62.69135708,16.05418702,Europe,Stockholm,Suecia,17583,8/1/2018 00:24,90108,627,30.23,0.12,193423,251.94,0.1009,1,221.71,251.94,22.37,Northern Europe,,COMPLETE,,627,73,,http://images.acmesports.sports/Body+Glove+3T+Barefoot+Cinch+Wakeboard,Body Glove 3T Barefoot Cinch Wakeboard,251.94,0,8/7/2018 00:24,First Class
TRANSFER,5,2,7.41,109.43,Late delivery,1,22,Fishing,Houston,EE. UU.,XXXXXXXXX,Linda,7172,Garcia,XXXXXXXXX,Consumer,NC,2412 Sample Street,55310,22,Outdoors,14.43992489,-88.76691101,LATAM,Mexico City,Costa Rica,7172,8/1/2018 00:26,90109,403,19.35,0.16,193424,120.93,0.0729,1,101.58,120.93,7.41,Central America,,COMPLETE,,403,22,,http://images.acmesports.sports/Shimano+SLX+Baitcast+Reel,Shimano SLX Baitcast Reel,120.93,0,8/6/2018 00:26,Standard Class
DEBIT,5,4,-10.86,238.03,Shipping on time,1,73,Water Sports,Bronx,EE. UU.,XXXXXXXXX,William,21058,Jackson,XXXXXXXXX,Consumer,MI,3998 Sample Street,83649,73,Fan Shop,40.31070702,13.3457521,Europe,Madrid,Grecia,21058,8/1/2018 00:46,90110,627,30.23,0.12,193425,251.94,-0.049,1,221.71,251.94,-10.86,Southern Europe,,ON_HOLD,,627,73,,http://images.acmesports.sports/Body+Glove+3T+Barefoot+Cinch+Wakeboard,Body Glove 3T Barefoot Cinch Wakeboard,251.94,0,8/6/2018 00:46,Second Class
DEBIT,3,2,-36.16,780.91,Shipping on time,1,73,Shop By Sport,Ponce,Puerto Rico,XXXXXXXXX,Mary,21059,Nelson,XXXXXXXXX,Consumer,PR,9185 Sample Street,933,73,Fan Shop,61.48359992,15.56255207,Europe,Helsinki,Suecia,21059,8/1/2018 00:50,90111,810,45.35,0.15,193426,302.34,-0.0469,3,770.96,907.01,-36.16,Northern Europe,,COMPLETE,,810,73,,http://images.acmesports.sports/TaylorMade+AeroBurner+Driver,TaylorMade AeroBurner Driver,302.34,0,8/4/2018 00:50,Standard Class
DEBIT,0,1,21.85,103.22,Advance shipping,0,73,Cleats,Chicago,EE. UU.,XXXXXXXXX,Joseph,11993,Jackson,XXXXXXXXX,Consumer,NJ,9796 Sample Street,36834,73,Fan Shop,-17.47421115,-54.41274107,LATAM,Buenos Aires,Argentina,11993,8/1/2018 00:56,90112,627,10.08,0.1,193427,100.77,0.2409,1,90.69,100.77,21.85,South America,,COMPLETE,,627,73,,http://images.acmesports.sports/Adidas+Men's+Predator+Football+Cleat,Adidas Men's Predator Football Cleat,100.77,0,8/1/2018 00:56,Standard Class
TRANSFER,5,3,29.13,147.54,Late delivery,1,3,Women's Apparel,San Antonio,EE. UU.,XXXXXXXXX,Matthew,16693,Nelson,XXXXXXXXX,Corporate,FL,6270 Sample Street,17302,3,Apparel,16.14058916,-87.37207035,LATAM,Guatemala City,Costa Rica,16693,8/1/2018 00:57,90113,502,6.65,0.12,193428,55.42,0.1991,3,146.31,166.26,29.13,Central America,,COMPLETE,,502,3,,http://images.acmesports.sports/Under+Armour+Women's+Armour+Fleece+Hoodie,Under Armour Women's Armour Fleece Hoodie,55.42,0,8/6/2018 00:57,Second Class
DEBIT,3,2,7.21,86.92,Shipping on time,1,22,Fishing,Bronx,EE. UU.,XXXXXXXXX,Paul,14808,Allen,XXXXXXXXX,Corporate,OH,9666 Sample Street,34578,22,Outdoors,22.31138823,43.951035,Pacific Asia,Tel Aviv,Arabia Saudita,14808,8/1/2018 01:17,90114,810,3.63,0.04,193429,90.69,0.0828,1,87.06,90.69,7.21,West Asia,,COMPLETE,,810,22,,http://images.acmesports.sports/Penn+Battle+II+Spinning+Reel,Penn Battle II Spinning Reel,90.69,0,8/4/2018 01:17,Standard Class
