Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,2,3,78.42,288.84,Advance shipping,0,3,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Daniel,21158,Green,XXXXXXXXX,Consumer,PR,5065 Sample Street,918,3,Apparel,41.65740147,15.63995842,Europe,Athens,Italia,21158,10/1/2018 00:13,94405,502,2.34,0.04,197720,58.56,0.3487,4,224.89,234.25,78.42,Southern Europe,,COMPLETE,,502,3,,http://images.acmesports.sports/Under+Armour+Women's+Armour+Fleece+Hoodie,Under Armour Women's Armour Fleece Hoodie,58.56,0,10/3/2018 00:13,Standard Class
TRANSFER,6,3,35.9,203.65,Late delivery,1,22,Camping & Hiking,Bayamón,Puerto Rico,XXXXXXXXX,Michael,17157,Adams,XXXXXXXXX,Home Office,PR,380 Sample Street,943,22,Outdoors,-26.80100523,133.69101351,Pacific Asia,Brisbane,Australia,17157,10/1/2018 00:23,94406,191,21.3,0.1,197721,212.98,0.1873,1,191.68,212.98,35.9,Oceania,,PROCESSING,,191,22,,http://images.acmesports.sports/Field+&+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,212.98,0,10/7/2018 00:23,Standard Class
DEBIT,1,2,29.25,119.65,Advance shipping,0,73,Indoor/Outdoor Games,Bayamón,Puerto Rico,XXXXXXXXX,James,21159,Flores,XXXXXXXXX,Consumer,PR,6982 Sample Street,972,73,Fan Shop,-27.83385878,137.06923793,Pacific Asia,Melbourne,Australia,21159,10/1/2018 01:04,94407,627,2.13,0.08,197722,26.61,0.2987,4,97.93,106.45,29.25,Oceania,,CLOSED,,627,73,,http://images.acmesports.sports/Franklin+Sports+MLB+Pro+Batting+Gloves,Franklin Sports MLB Pro Batting Gloves,26.61,0,10/2/2018 01:04,Same Day
TRANSFER,6,3,2.29,53.94,Late delivery,1,3,Women's Apparel,Chicago,EE. UU.,XXXXXXXXX,David,12749,Johnson,XXXXXXXXX,Home Office,PA,3466 Sample Street,47784,3,Apparel,33.63410552,115.58599844,Pacific Asia,Taipei,China,12749,10/1/2018 01:10,94408,627,9.58,0.15,197723,63.89,0.0422,1,54.31,63.89,2.29,Eastern Asia,,CLOSED,,627,3,,http://images.acmesports.sports/Columbia+Women's+Saturday+Trail+Pant,Columbia Women's Saturday Trail Pant,63.89,0,10/7/2018 01:10,Standard Class
DEBIT,3,3,10.01,25.07,Shipping on time,0,73,Indoor/Outdoor Games,Brooklyn,EE. UU.,XXXXXXXXX,Michael,6692,Smith,XXXXXXXXX,Corporate,GA,7270 Sample Street,19928,73,Fan Shop,17.95587818,80.59786865,Pacific Asia,Colombo,Bangladesh,6692,10/1/2018 01:23,94409,365,0.0,0.0,197724,21.29,0.4702,1,21.29,21.29,10.01,South Asia,,CLOSED,,365,73,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,21.29,0,10/4/2018 01:23,First Class
TRANSFER,3,3,67.81,216.84,Shipping on time,0,22,Camping & Hiking,Carolina,Puerto Rico,XXXXXXXXX,Joseph,10975,Thomas,XXXXXXXXX,Corporate,PR,5266 Sample Street,973,22,Outdoors,15.26725422,-74.08381033,LATAM,Kingston,República Dominicana,10975,10/1/2018 01:31,94410,191,25.56,0.12,197725,212.98,0.3618,1,187.42,212.98,67.81,Caribbean,,PENDING_PAYMENT,,191,22,,http://images.acmesports.sports/Field+&+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,212.98,0,10/4/2018 01:31,Second Class
DEBIT,4,3,183.84,455.04,Shipping on time,1,73,Water Sports,San Antonio,EE. UU.,XXXXXXXXX,Joshua,9728,Jackson,XXXXXXXXX,Home Office,NY,4809 Sample Street,55291,73,Fan Shop,-25.50392058,136.95383189,Pacific Asia,Brisbane,New Zealand,9728,10/1/2018 01:41,94411,627,21.3,0.08,197726,266.23,0.3753,2,489.86,532.46,183.84,Oceania,MI,PENDING_PAYMENT,,627,73,,http://images.acmesports.sports/Body+Glove+3T+Barefoot+Cinch+Wakeboard,Body Glove 3T Barefoot Cinch Wakeboard,266.23,0,10/5/2018 01:41,Standard Class
PAYMENT,6,4,15.33,71.28,Late delivery,1,22,Fishing,Ponce,Puerto Rico,XXXXXXXXX,William,19028,Nelson,XXXXXXXXX,Corporate,PR,6066 Sample Street,979,22,Outdoors,-13.24099779,-56.5745493,LATAM,Bogotá,Chile,19028,10/1/2018 01:51,94412,810,19.17,0.2,197727,95.84,0.1999,1,76.67,95.84,15.33,South America,,CLOSED,77938.0,810,22,,http://images.acmesports.sports/Penn+Battle+II+Spinning+Reel,Penn Battle II Spinning Reel,95.84,0,10/7/2018 01:51,Standard Class
CASH,5,3,-9.12,949.04,Late delivery,1,73,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Matthew,21160,Allen,XXXXXXXXX,Corporate,PR,3623 Sample Street,928,73,Fan Shop,21.76339257,78.97546836,Pacific Asia,Dhaka,Sri Lanka,21160,10/1/2018 01:51,94413,810,47.92,0.15,197728,319.48,-0.0112,3,814.67,958.43,-9.12,South Asia,,COMPLETE,,810,73,,http://images.acmesports.sports/TaylorMade+AeroBurner+Driver,TaylorMade AeroBurner Driver,319.48,0,10/6/2018 01:51,Standard Class
TRANSFER,4,3,8.69,114.65,Shipping on time,1,73,Cleats,Ponce,Puerto Rico,XXXXXXXXX,Sarah,12490,White,XXXXXXXXX,Consumer,PR,6183 Sample Street,968,73,Fan Shop,36.62372788,-118.81585175,USCA,Seattle,Estados Unidos,12490,10/1/2018 02:34,94414,627,10.65,0.1,197729,106.49,0.0907,1,95.84,106.49,8.69,West of USA ,,COMPLETE,,627,73,,http://images.acmesports.sports/Adidas+Men's+Predator+Football+Cleat,Adidas Men's Predator Football Cleat,106.49,0,10/5/2018 02:34,Standard Class
