Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,2,2,14.2,134.99,Shipping on time,0,44,Men's Footwear,Ponce,EE. UU.,XXXXXXXXX,Brandon,9619,Holloway,XXXXXXXXX,Corporate,MA,4394 Sample Street,34557,44,Footwear,-20.89471245,-147.53613106,USCA,Shanghai,Dinamarca,9619,4/1/2018 11:26,81503,191,9.6,0.12,184818,79.99,0.1009,2,140.78,159.98,14.2,US Center,AZ,CANCELED,,191,44,,http://images.acmesports.sports/Men's+Footwear,Men's Footwear,79.99,0,4/3/2018 11:26,First Class
CASH,1,2,-5.01,55.59,Advance shipping,0,73,Indoor/Outdoor Games,San Antonio,EE. UU.,XXXXXXXXX,Patrick,17489,Green,XXXXXXXXX,Consumer,IL,4675 Sample Street,83161,73,Fan Shop,58.15356136,64.4518843,LATAM,Kampala,Nicaragua,17489,4/1/2018 03:16,81504,403,4.8,0.16,184819,29.99,-0.0995,2,50.38,59.98,-5.01,South America,AZ,PENDING_PAYMENT,,403,73,,http://images.acmesports.sports/Indoor/Outdoor+Games,Indoor/Outdoor Games,29.99,0,4/2/2018 03:16,First Class
CASH,5,4,153.97,793.84,Late delivery,1,73,Water Sports,Ponce,Puerto Rico,XXXXXXXXX,Mark,20455,Jones,XXXXXXXXX,Consumer,PR,6652 Sample Street,901,73,Fan Shop,50.78779954,78.88787484,USCA,Buenos Aires,Dinamarca,20455,4/1/2018 18:27,81505,365,0,0,184820,249.99,0.2053,3,749.97,749.97,153.97,South of  USA,NJ,PENDING,,365,73,,http://images.acmesports.sports/Water+Sports,Water Sports,249.99,0,4/6/2018 18:27,Standard Class
TRANSFER,1,1,25.33,55.53,Shipping on time,0,73,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Zachary,17675,Perez,XXXXXXXXX,Corporate,PR,5677 Sample Street,931,73,Fan Shop,-36.95593038,59.78896546,Africa,Oslo,Malasia,17675,4/1/2018 18:52,81506,627,4.5,0.15,184821,29.99,0.4969,2,50.98,59.98,25.33,Central Africa,FL,CLOSED,34063,627,73,,http://images.acmesports.sports/Indoor/Outdoor+Games,Indoor/Outdoor Games,29.99,0,4/2/2018 18:52,Same Day
CASH,2,3,-16.78,234.03,Advance shipping,0,22,Fishing,Los Angeles,EE. UU.,XXXXXXXXX,Gerald,8710,Miller,XXXXXXXXX,Corporate,NY,6550 Sample Street,45212,22,Outdoors,18.92799786,-88.07286667,USCA,Karachi,Rusia,8710,4/1/2018 07:00,81507,191,18,0.2,184822,89.99,-0.0777,3,215.98,269.97,-16.78,Canada,IL,CANCELED,,191,22,,http://images.acmesports.sports/Fishing,Fishing,89.99,0,4/3/2018 07:00,Second Class
CASH,1,1,71.06,152.89,Shipping on time,0,73,Shop By Sport,Carolina,Puerto Rico,XXXXXXXXX,Albert,19692,Roberts,XXXXXXXXX,Home Office,PR,1847 Sample Street,965,73,Fan Shop,-4.56198037,167.60429553,Pacific Asia,Brussels,Panamá,19692,4/1/2018 05:34,81508,365,2,0.04,184823,49.99,0.4936,3,143.97,149.97,71.06,South Asia,WA,CANCELED,,365,73,,http://images.acmesports.sports/Shop+By+Sport,Shop By Sport,49.99,0,4/2/2018 05:34,Same Day
CASH,3,3,-10.73,182.98,Shipping on time,0,8,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Nathan,15740,Williams,XXXXXXXXX,Home Office,PR,2111 Sample Street,987,8,Technology,24.07459666,-40.86642179,Africa,Lagos,Senegal,15740,4/1/2018 19:33,81509,365,8,0.1,184824,79.99,-0.0745,2,143.98,159.98,-10.73,Southern Africa,VA,ON_HOLD,,365,8,,http://images.acmesports.sports/Electronics,Electronics,79.99,0,4/4/2018 19:33,Second Class
TRANSFER,5,2,153.98,310.49,Late delivery,1,73,Water Sports,Los Angeles,EE. UU.,XXXXXXXXX,Kevin,4287,Martin,XXXXXXXXX,Consumer,TX,4217 Sample Street,71308,73,Fan Shop,8.66083266,39.35379999,LATAM,Auckland,Panamá,4287,4/1/2018 03:03,81510,403,32,0.16,184825,199.99,0.4583,2,335.98,399.98,153.98,Caribbean,,COMPLETE,,403,73,,http://images.acmesports.sports/Water+Sports,Water Sports,199.99,0,4/6/2018 03:03,First Class
PAYMENT,2,2,-20.62,260.14,Shipping on time,0,73,Cleats,San Jose,EE. UU.,XXXXXXXXX,Kevin,8239,Thomas,XXXXXXXXX,Corporate,TX,8163 Sample Street,14764,73,Fan Shop,-13.04274736,-32.79744971,LATAM,Casablanca,Venezuela,8239,4/1/2018 01:59,81511,627,20.8,0.16,184826,129.99,-0.0944,2,218.38,259.98,-20.62,Central America,AZ,PROCESSING,,627,73,,http://images.acmesports.sports/Cleats,Cleats,129.99,0,4/3/2018 01:59,First Class
PAYMENT,2,3,13.78,98.05,Advance shipping,0,22,Fishing,Arecibo,EE. UU.,XXXXXXXXX,Steven,14129,Garcia,XXXXXXXXX,Consumer,NJ,173 Sample Street,91623,22,Outdoors,67.79233913,27.86775281,Africa,Osaka,Portugal,14129,4/1/2018 18:53,81512,1360,10.8,0.12,184827,89.99,0.174,1,79.19,89.99,13.78,West Africa,WA,PAYMENT_REVIEW,23543,1360,22,,http://images.acmesports.sports/Fishing,Fishing,89.99,0,4/3/2018 18:53,Second Class
